Age Range,Industry, Job title,Annual Salary,Additional Monetary Compensation,Currency,Country,State,City,Years of Professional Experience Overall,Years of Professional Experience in Field,Highest Level of Education Completed,Gender
25-34,Bunited Statesiness Or Consulting,Consultant / Project Manager,103000,5000,United StatesD,United States,California,San Francisco,8 - 10 years,5 - 7 years,College degree,Woman
25-34,Government And Public Administration,It Project Manager,103000,0,United StatesD,United States,Iowa,Des Moines,8 - 10 years,2 - 4 years,College degree,Woman
25-34,Engineering Or Manufacturing,Human Factors Engineer,103000,0,AUD/NZD,Australia,Unknown,Adelaide,8 - 10 years,2 - 4 years,College degree,Woman
25-34,Computing Or Tech,Sr. Communications And Outreach Strategist,103000,1000,United StatesD,United States,Maryland,"McLean, VA",8 - 10 years,5 - 7 years,College degree,Woman
35-44,Government And Public Administration,Software Engineer,103000,0,United StatesD,United States,MassachUnited Statesetts,Cambridge,8 - 10 years,2 - 4 years,PhD,Woman
25-34,Health Care,Associate Director,103000,0,United StatesD,United States,District of Columbia,"Washington, DC",8 - 10 years,5 - 7 years,"Professional degree (MD, JD, etc.)",Woman
25-34,Consumer Goods,Senior Regulatory Affairs Associate,103000,6000,United StatesD,United States,New Jersey,Parsippany ,8 - 10 years,5 - 7 years,College degree,Woman
25-34,Computing Or Tech,Principal Product Manager,103000,10000,United StatesD,Denmark,Unknown,Copenhagen,8 - 10 years,2 - 4 years,High School,Man
25-34,Computing Or Tech,Ediscovery Specialist,103000,5000,United StatesD,United States,Colorado,Denver,8 - 10 years,5 - 7 years,College degree,Man
25-34,Government And Public Administration,Grants Management Specialist,102880,0,United StatesD,United States,Illinois,Chicago,8 - 10 years,5 - 7 years,Master's degree,Woman
25-34,Nonprofits,Philanthropy Manager,102500,0,AUD/NZD,Australia,Unknown,Sydney ,8 - 10 years,5 - 7 years,College degree,Woman
25-34,Education (Higher Education),Director Of Program,102500,0,United StatesD,United States,California,"Oakland, CA",8 - 10 years,2 - 4 years,College degree,Non-binary
25-34,"Marketing, Advertising & Pr","Senior Manager, Communications ",102028,15304,United StatesD,Hong Kong,Unknown,Hong Kong ,8 - 10 years,5 - 7 years,College degree,Woman
25-34,Engineering Or Manufacturing,Project Manager,102000,10000,United StatesD,United States,California,Long Beach,8 - 10 years,5 - 7 years,"Professional degree (MD, JD, etc.)",Woman
35-44,Law,Civil Rights Lawyer,102000,0,United StatesD,United States,California,San Francisco,8 - 10 years,5 - 7 years,"Professional degree (MD, JD, etc.)",Woman
35-44,Computing Or Tech,Program Manager,102000,2000,United StatesD,United States,District of Columbia,District of columbia,8 - 10 years,5 - 7 years,College degree,Man
35-44,Health Care,Hrbp,102000,10000,United StatesD,United States,Minnesota,Minneapolis,8 - 10 years,5 - 7 years,Master's degree,Woman
35-44,Computing Or Tech,Sales Operations Manager,102000,0,United StatesD,United States,California,San Francisco,8 - 10 years,5 - 7 years,College degree,Woman
25-34,Government And Public Administration,General Engineer,102000,0,United StatesD,United States,Virginia,Arlington,8 - 10 years,5 - 7 years,College degree,Woman
35-44,Engineering Or Manufacturing, Controller ,102000,10000,United StatesD,United States,Pennsylvania,Philadelphia ,8 - 10 years,2 - 4 years,Master's degree,Woman
25-34,Education (Primary/Secondary),Research Director,102000,0,United StatesD,United States,Illinois,Chicago,8 - 10 years,5 - 7 years,Master's degree,Woman
25-34,Computing Or Tech,Technical Project Manager,102000,2500,United StatesD,United States,MassachUnited Statesetts,Boston,8 - 10 years,5 - 7 years,College degree,Woman
35-44,Government And Public Administration,Instructional Systems Specialist,101360,0,United StatesD,United States,Unknown,Washington DC,8 - 10 years,5 - 7 years,Master's degree,Woman
35-44,Education (Higher Education),Archivist,101250,0,CAD,Canada,Unknown,Can't say without losing my anonymity,8 - 10 years,5 - 7 years,Master's degree,Woman
35-44,Computing Or Tech,Senior Ux Developer,101000,0,United StatesD,United States,Washington,Seattle,8 - 10 years,5 - 7 years,College degree,Man
35-44,Bunited Statesiness Or Consulting,Associate,101000,500,United StatesD,United States,Maryland,Baltimore ,8 - 10 years,5 - 7 years,Master's degree,Man
25-34,Computing Or Tech,"Quality Manager, Testing Captain, Team Lead",101000,2000,United StatesD,United States,Wisconsin,Verona,8 - 10 years,5 - 7 years,College degree,Woman
35-44,Property Or Construction,Human Resources Director,101000,0,United StatesD,United States,Louisiana,Greater New Orleans Metro Region,8 - 10 years,5 - 7 years,College degree,Woman
25-34,"Accounting, Banking & Finance",Financial Analyst Iii,100940,0,United StatesD,United States,Washington,Seattle,8 - 10 years,2 - 4 years,Master's degree,Woman
25-34,Computing Or Tech,Software Engineer,100880,0,United StatesD,United States,District of Columbia,Washington,8 - 10 years,2 - 4 years,College degree,Woman
35-44,Law,Paralegal Specialist ,100530,0,United StatesD,United States,District of Columbia,Washington,8 - 10 years,5 - 7 years,Master's degree,Man
35-44,"Accounting, Banking & Finance",Revenue Agent,100500,0,United StatesD,United States,California,Sacramento,8 - 10 years,5 - 7 years,Master's degree,Woman
25-34,Health Care,Senior Regulatory Affairs Specialist,100050,10050,United StatesD,United States,California,North Bay,8 - 10 years,5 - 7 years,College degree,Woman
25-34,Health Care,Geriatrician ,100000,20000,EUR,Netherlands,Unknown,rather not say (too identifiable),8 - 10 years,2 - 4 years,"Professional degree (MD, JD, etc.)",Woman
45-54,Media & Digital,Senior Bunited Statesiness Intelligence Analyst,100000,0,United StatesD,United States,MassachUnited Statesetts,prefer not to answer,8 - 10 years,5 - 7 years,College degree,Woman
25-34,Computing Or Tech,It Director,100000,25000,United StatesD,United States,MassachUnited Statesetts,Boston,8 - 10 years,5 - 7 years,Some college,Man
25-34,Computing Or Tech,Implementation Consultant,100000,0,United StatesD,United States,Maryland,"Baltimore, MD",8 - 10 years,2 - 4 years,College degree,Woman
25-34,Computing Or Tech,Content Marketing Manager,100000,0,United StatesD,United States,New York,New York City,8 - 10 years,5 - 7 years,College degree,Woman
25-34,Computing Or Tech,Implementation Manager,100000,0,United StatesD,United States,North Carolina,Asheville ,8 - 10 years,5 - 7 years,College degree,Woman
35-44,Nonprofits,Director,100000,0,United StatesD,United States,Minnesota,St. Paul,8 - 10 years,5 - 7 years,College degree,Woman
25-34,"Accounting, Banking & Finance",Manager,100000,15000,United StatesD,United States,Oregon,Portland,8 - 10 years,5 - 7 years,College degree,Man
25-34,Computing Or Tech,Software Engineer,100000,20000,United StatesD,United States,Illinois,Chicago,8 - 10 years,2 - 4 years,College degree,Woman
25-34,Computing Or Tech,"Senior Manager, Digital Marketing",100000,6000,United StatesD,United States,Virginia,Reston,8 - 10 years,5 - 7 years,College degree,Woman
35-44,Computing Or Tech,United Stateser Experience Researcher & Designer ,100000,4000,United StatesD,United States,Washington,"Seattle, WA",8 - 10 years,2 - 4 years,College degree,Woman
25-34,Government And Public Administration,Senior Project Planner,100000,0,AUD/NZD,New Zealand,Unknown,Regional,8 - 10 years,5 - 7 years,Master's degree,Woman
25-34,Government And Public Administration,Project Manager,100000,0,AUD/NZD,Australia,Unknown,Sydney,8 - 10 years,2 - 4 years,PhD,Woman
25-34,Retail,Data Analyst,100000,0,AUD/NZD,Australia,Unknown,Melbourne,8 - 10 years,5 - 7 years,College degree,Man
25-34,"Marketing, Advertising & Pr",Marketing Manager,100000,10000,United StatesD,United States,Tennessee,Narnia,8 - 10 years,5 - 7 years,Master's degree,Woman
25-34,"Accounting, Banking & Finance",Cpa,100000,2000,United StatesD,United States,Montana,Bozeman,8 - 10 years,5 - 7 years,Master's degree,Woman
25-34,"Marketing, Advertising & Pr",Marketing Manager ,100000,0,United StatesD,United States,Virginia,RICHMOND VA,8 - 10 years,5 - 7 years,Master's degree,Woman
25-34,Computing Or Tech,Service Delivery Manager,100000,20000,United StatesD,United States,Maryland,Frederick,8 - 10 years,2 - 4 years,College degree,Woman
25-34,Retail,Data Analyst,100000,25000,United StatesD,United States,Illinois,Chicago,8 - 10 years,5 - 7 years,College degree,Woman
25-34,Utilities & Telecommunications,Procurement Manager,100000,10000,United StatesD,United States,Colorado,Denver,8 - 10 years,2 - 4 years,Master's degree,Man
25-34,Computing Or Tech,Mechatronics Engineer,100000,5000,CAD,Canada,Unknown,Vancouver,8 - 10 years,5 - 7 years,PhD,Man
35-44,Education (Higher Education),Senior Manager,100000,0,United StatesD,United States,MassachUnited Statesetts,Cambridge,8 - 10 years,5 - 7 years,Master's degree,Unknown
25-34,Bunited Statesiness Or Consulting,Engagement Manager,100000,20000,United StatesD,United States,Virginia,Reston,8 - 10 years,2 - 4 years,Master's degree,Woman
25-34,Nonprofits,Director Of Events,100000,0,United StatesD,United States,District of Columbia,"Washington, DC",8 - 10 years,5 - 7 years,College degree,Woman
25-34,Philanthropy,Program Officer,100000,4000,United StatesD,United States,New Jersey,Princeton,8 - 10 years,2 - 4 years,College degree,Woman
25-34,Education (Higher Education),Director Of Alumni Relations,100000,0,United StatesD,United States,New York,NYC,8 - 10 years,5 - 7 years,College degree,Woman
25-34,"Accounting, Banking & Finance",Commercial And Finance Manager,100000,0,United StatesD,United States,MassachUnited Statesetts,Somerville ,8 - 10 years,5 - 7 years,Master's degree,Woman
25-34,Computing Or Tech,Data Analyst,100000,10000,United StatesD,United States,Washington,Seattle,8 - 10 years,1 year or less,Master's degree,Woman
25-34,"Accounting, Banking & Finance",Data Scientist,100000,15000,CAD,Canada,Unknown,Toronto,8 - 10 years,5 - 7 years,College degree,Woman
25-34,Computing Or Tech,"Team Manger, United Stateser Services",100000,0,United StatesD,United States,MassachUnited Statesetts,Boston,8 - 10 years,5 - 7 years,College degree,Woman
25-34,Property Or Construction,Bid Writer,100000,0,AUD/NZD,Australia,Unknown,Melbourne ,8 - 10 years,5 - 7 years,Master's degree,Woman
35-44,Nonprofits,Associate,100000,0,United StatesD,United States,Washington,Seattle,8 - 10 years,5 - 7 years,Master's degree,Woman
25-34,Recruitment Or Hr,Hr Director,100000,0,United StatesD,United States,North Carolina,Raleigh,8 - 10 years,5 - 7 years,College degree,Woman
25-34,Computing Or Tech,Software Engineer,100000,0,United StatesD,United States,Virginia,Vienna,8 - 10 years,2 - 4 years,College degree,Woman
35-44,Health Care,Executive Assistant ,100000,0,United StatesD,United States,New York,New York ,8 - 10 years,5 - 7 years,College degree,Woman
25-34,Retail,Senior Data Manager,99750,22000,CAD,Canada,Unknown,Toronto,8 - 10 years,5 - 7 years,College degree,Woman
25-34,"Accounting, Banking & Finance",Senior Project Consultant ,99500,10000,United StatesD,United States,North Carolina,Durham,8 - 10 years,5 - 7 years,Master's degree,Woman
25-34,Government And Public Administration,Associate Counsel,99415,0,United StatesD,United States,New York,Albany,8 - 10 years,5 - 7 years,"Professional degree (MD, JD, etc.)",Woman
25-34,Engineering Or Manufacturing,Program Manager,99000,0,United StatesD,United States,MassachUnited Statesetts,Northampton,8 - 10 years,5 - 7 years,College degree,Non-binary
25-34,Computing Or Tech,Engineering Manager,99000,2000,EUR,Germany,Unknown,Munich,8 - 10 years,5 - 7 years,PhD,Man
35-44,Computing Or Tech,Software Engineer,98600,2500,United StatesD,United States,California,San Diego,8 - 10 years,2 - 4 years,College degree,Woman
25-34,Education (Primary/Secondary),Equity Coordinator,98500,0,United StatesD,United States,Minnesota,Maple Grove,8 - 10 years,5 - 7 years,College degree,Woman
25-34,Computing Or Tech,Senior Project Manager ,98200,5000,United StatesD,United States,District of Columbia,Washington DC ,8 - 10 years,5 - 7 years,College degree,Woman
25-34,Health Care,Np-Phc,98000,0,CAD,Canada,Unknown,Rural Ontario,8 - 10 years,2 - 4 years,Master's degree,Woman
25-34,Property Or Construction,Proposals & Marketing Manager,98000,0,United StatesD,United Arab Emirates,Unknown,Dubai,8 - 10 years,2 - 4 years,Master's degree,Unknown
25-34,Computing Or Tech,Conversion Optimization Specialist,98000,0,United StatesD,United States,New York,New York,8 - 10 years,5 - 7 years,Master's degree,Woman
25-34,Nonprofits,Technology Manager,98000,20000,United StatesD,United States,Illinois,Chicago,8 - 10 years,2 - 4 years,College degree,Man
25-34,Computing Or Tech,Bunited Statesiness Consultant,98000,11000,United StatesD,United States,Colorado,Denver,8 - 10 years,2 - 4 years,College degree,Woman
25-34,Bunited Statesiness Or Consulting,Management Consultant (Public Sector),98000,10000,United StatesD,United States,Washington,Seattle,8 - 10 years,2 - 4 years,Master's degree,Woman
25-34,Nonprofits,Program Manager,98000,0,United StatesD,United States,Oregon,Portland,8 - 10 years,5 - 7 years,Master's degree,Woman
35-44,Insurance,Data Analyst,98000,6000,United StatesD,United States,Illinois,Bloomington,8 - 10 years,5 - 7 years,PhD,Man
25-34,Recruitment Or Hr,Director Of People Operations,98000,0,CAD,Canada,Unknown,Victoria ,8 - 10 years,2 - 4 years,College degree,Woman
25-34,Engineering Or Manufacturing,Department Manager,98000,4000,United StatesD,United States,Wyoming,Jackson,8 - 10 years,5 - 7 years,Master's degree,Woman
25-34,Computing Or Tech,Data Insights Analyst,98000,0,United StatesD,United States,Michigan,Detroit,8 - 10 years,2 - 4 years,Master's degree,Man
25-34,Engineering Or Manufacturing,Mechanical Engineering ,98000,3000,United StatesD,United States,Ohio,Dayton,8 - 10 years,5 - 7 years,PhD,Woman
25-34,Engineering Or Manufacturing,Supplier Quality Engineer,98000,9800,United StatesD,United States,Colorado,Colorado Springs ,8 - 10 years,2 - 4 years,College degree,Woman
35-44,Government And Public Administration,Senior Policy Analyst,98000,0,CAD,Canada,Unknown,Ottawa,8 - 10 years,2 - 4 years,College degree,Man
25-34,Engineering Or Manufacturing,Mechanical Engineer,97500,4000,United StatesD,United States,Alabama,Huntsville,8 - 10 years,5 - 7 years,College degree,Man
25-34,Transport Or Logistics,Design Thinking Strategist,97500,0,United StatesD,United States,Tennessee,Memphis,8 - 10 years,5 - 7 years,Master's degree,Woman
25-34,Health Care,Contact Tracer,97365,3270,AUD/NZD,Australia,Unknown,Sydney,8 - 10 years,2 - 4 years,College degree,Woman
35-44,Computing Or Tech,Senior Salesforce Analyst,97072,6000,United StatesD,United States,California,Los Angeles,8 - 10 years,2 - 4 years,Master's degree,Woman
25-34,Engineering Or Manufacturing,Process Engineer,97000,0,United StatesD,United States,MassachUnited Statesetts,Waltham,8 - 10 years,2 - 4 years,Master's degree,Man
25-34,Property Or Construction,Facilities Manager,97000,8000,United StatesD,United States,New Jersey,Raritan,8 - 10 years,5 - 7 years,Master's degree,Man
